Aal ALE 
stolzieren strut 
stolzierend strutting 
stolziert struts 
stolzierte strutted 
stopfend STUFFING 
stopft plugs 
stossen butt 
stossend buffeting 
stottern stammer 
stotternd stammering 
stottert stammers 
straeuben bristle 
straeubt bristles 
strafbar culpable 
strafen punish 
strafend punishing 
straft punishes 
strafte punished 
strahlen irradiate 
strahlend brightly 
strahlt radiates 
strebend striving 
strebt strives 
strebte strived 
strecken stretch 
streckend racking 
streckt stretches 
streicheln stroke 
streiten COMBAT 
streitend contending 
streitet contends 
streitig debatable 
streng severe 
stricken knit 
strickend knitting 
strickt knits 
strittig debatably 
stromabwaerts downstream 
stromaufwaerts upstream 
strukturiert structured 
struppig bristly 
stueckweise piecemeal 
stuendlich Hourly 
stuermisch stormy 
stuerzen overturn 
stuerzend overturning 
stuerzt overturns 
stufenweise gradual 
stumm dumb 
stumpf blunt 
stumpfsinnig obtuse 
stur obstinate 
sturzflutartig torrential 
suchen hunt 
suchend searching 
sucht searches 
suedlich southerly 
suendenfrei sinless 
suendhaft sinful 
suendigend sinning 
suess SWEET 
suesslich sweetish 
summen buzz 
summend humming 
summierend summing 
summt hums 
summte hummed 
sumpfig marshily 
supermodern ultramodern 
tabelliert tabulated 
tadellos blameless 
tadeln animadvert 
tadelnd animadverting 
tadelt animadverts 
taeglich daily 
taegliche daily 
taetig active 
taeuschen beguile 
taeuschend beguiling 
taeuscht beguiles 
taktlos indelicate 
taktvoll tactful 
tanken refuel 
tankend refueling 
tankt refuels 
tanzen dance 
tanzend dancing 
tanzt dances 
tanzte danced 
tapfer brave 
tarannisch tyrannically 
tasten fumble 
tastenbezogen hotkeyed 
tastend fumbling 
tastet fumbles 
tastete fumbled 
tat did 
tatsaechlich defacto 
taub deaf 
tauchen dive 
tauchend dipping 
taucht dips 
tauen dew 
tauend dewing 
taufen baptize 
taufend baptizing 
tauft baptizes 
taumelig groggily 
tauschen barter 
tauschend bartering 
tauscht barters 
tausend thousand 
tausende thousands 
taut dews 
technisch technical 
technisiert engineered 
technologisch technological 
teerend tarring 
teert tars 
teilbar divisible 
teilen apportion 
teilend apportioning 
teilgehabt partaken 
teilgenommen participated 
teilhaben participate 
teilhabend participating 
teilnahmslos impassive 
teilnehmen partake 
teils partly 
teilt apportions 
teilweise partial 
telefonierend telephoning 
telefonierte telephoned 
telegrafisch telegrafic 
testend testing 
testet tests 
teuer expensive 
teuflisch devilish 
theoretisch theoretic 
ticken tick 
tickend ticking 
tickt ticks 
tief deep 
tiefer deeper 
tiefgreifend profound 
tiefste deepest 
tierisch animally 
tippelnd tripping 
tituliert titled 
tobend riotous 
toedlich deathlily 
toenend sounding 
toericht foolish 
toll madcap 
tollkuehn foolhardy 
tollwuetig rabid 
torkeln lurch 
torkelnd lurching 
torkelt lurches 
tot dead 
traditionell traditional 
traege idle 
traegt bears 
traellern troll 
traellernd trolling 
traellert trolls 
traenenreich tearful 
traenken imbue 
traenkend tincturing 
traenkt imbues 
traeumen dream 
traf met 
tragbar portable 
tragen bear 
tragend bearing 
tragisch tragic 
trainiert trained 
trampend tramping 
trampt tramps 
trank drank 
transistorisiert semi-conductors 
transportieren transport 
transportierend transporting 
transportiert transports 
transportierte transported 
tratschen tattle 
tratschend tattling 
tratscht tattles 
trauern mourn 
trauernd mourning 
trauert mourns 
traurig funereal 
traut trusts 
treffen hit 
treiben impel 
treibend drifting 
treibt drifts 
trennbar separable 
trennen SEPERATE 
trennend disconnecting 
trennende separating 
trennt disconnects 
treppabwaerts downstairs 
treu faithful 
treulos disloyal 
tricksend tricking 
trifft hits 
trigonometrisch Trigonometric 
trillern quaver 
trillernd quavering 
trillert quavers 
trinkbar drinkable 
trinken drink 
triumphierend triumphant 
triumphiert triumphs 
triumphierte triumphed 
trocken dry 
trocknend drying 
trocknet dries 
troedeln dally 
troedelnd dallying 
troedelt dallies 
troepfeln dribble 
troepfelnd dribbling 
troepfelt dribbles 
troepfelte dribbled 
troesten solace 
troestend solacing 
troestet solaces 
trommelnd drumming 
trommelt drums 
tropfen seep 
tropfend seeping 
tropft seeps 
tropisch tropical 
trostlos comfortless 
trottelig gawkly 
trotten jog 
trottend jogging 
trottet jogs 
trueb turbidly 
truebe blear 
trueben tarnish 
truebend tarnishing 
truebsinnig doleful 
truebt tarnishs 
truegerisch elusorily 
trug wore 
tuechtig strenuous 
tuencht whitewashes 
tuend doing 
tuerkies turquoise 
tuerkisch turkish 
tugendhaft virtuously 
tun do 
tut does 
typisch typical 
typische typical 
tyrannisch tyrannic 
tyrannisieren tyrannize 
tyrannisierend tyrannizing 
tyrannisiert tyrannizes 
tyrannisierte tyrannized 
uberdachte mulled 
uebel evil 
uebelnehmend resenting 
uebelriechend malodoruos 
ueben Practise 
uebend exercising 
ueber about 
ueberall everywhere 
ueberanstrengen overstrain 
ueberanstrengend overstraining 
ueberanstrengt overstrained 
ueberarbeitend revising 
ueberarbeitet overwrought 
ueberbewerten overvalue 
ueberbewertend overvaluing 
ueberbewertet overvalued 
ueberbieten outbid 
ueberbietend outbidding 
ueberbietet outbids 
ueberbot outbade 
ueberboten outbidded 
ueberdaueren outlast 
ueberdauernd outlasting 
ueberdauert outlasts 
ueberdauerte outlasted 
ueberdeckend overlaid 
ueberdenkend mulling 
ueberdenkt mulls 
ueberdies moreover 
ueberdrucken overprint 
uebereifrig officious 
uebereingestimmt accorded 
uebereinstimmen coincide 
uebereinstimmend accordant 
ueberfaellt raids 
ueberfallen raided 
ueberfallend raiding 
ueberfliegend browsing 
ueberfluessig superfluous 
ueberfluten flood 
ueberflutet floods 
ueberfuellen glut 
ueberfuellend glutting 
ueberfuellt gluts 
ueberfuellte glutted 
uebergeben committed 
uebergebend consigning 
uebergehend ignoring 
uebergelaufen overflowed 
uebergluecklich overjoied 
uebergreifen overlap 
ueberhaengen overhang 
ueberheblich arrogant 
ueberhitzen overheat 
ueberhoeht inflated 
ueberholen outdistance 
ueberholend outdistancing 
ueberholt outdistances 
ueberholte outdistanced 
ueberladen overcharge 
ueberladend overcharging 
ueberladene overloaded 
ueberlaedt overcharges 
ueberlaesst cedes 
ueberlagernd overlaying 
ueberlagert OVERLAYED 
ueberlappen interleave 
ueberlappende overlapping 
ueberlassen cede 
ueberlassend ceding 
ueberlasten overload 
ueberleben outlive 
ueberlebend outliving 
ueberlebt outlives 
ueberlebte outlived 
ueberlegen deliberate 
ueberlegend cogitating 
ueberlegt deliberates 
ueberlegte cogitated 
ueberlisten outwit 
ueberlistend outwitting 
ueberlistet outwits 
ueberlistete outwitted 
uebermaessig effusive 
uebermitteln convey 
uebermittelnd transceiving 
uebermittelt transmitted 
uebermuetig rollicking 
uebernahm undertook 
uebernatuerlich supernatural 
uebernehmen undertake 
uebernehmend undertaking 
uebernommen undertaken 
ueberpruefen revise 
ueberraschen overtake 
ueberraschend surprising 
ueberrascht overtakes 
ueberraschte overtook 
ueberreden persuade 
ueberredend persuading 
ueberredet persuades 
ueberredete persuaded 
ueberrundet SURROUNDS 
ueberschaetzen overrate 
ueberschaetzend overrating 
ueberschaetzt overrates 
ueberschaetzte overrated 
ueberschatten overshadow 
ueberschattend overshadowing 
ueberschattet overshadows 
ueberschattete overshadowed 
ueberschreibt overwrites 
ueberschreiten exceed 
ueberschreitend exceeding 
ueberschreitet exceeds 
ueberschrieben captioned 
ueberschritten exceeded 
ueberschuessig excessive 
ueberschwemmen deluge 
ueberschwemmend deluging 
ueberschwemmt deluges 
ueberschwemmte deluged 
uebersehend overlooking 
uebersehene overlooked 
uebersetzen compile 
uebersetzend translating 
uebersetzt translated 
uebersieht overlooks 
ueberspannt extravagant 
ueberstanden overcame 
ueberstehend overcoming 
uebersteht overcomes 
uebersteigen surmount 
uebersteigend surmounting 
uebersteigt surmounts 
ueberstiegen surmounted 
ueberstimmen overrule 
ueberstimmend overruling 
ueberstimmte Overruled 
ueberstrahlen outshine 
ueberstrahlend outshining 
ueberstrahlt outshines 
ueberstrahlte outshined 
uebertraegt transfers 
uebertraf outdid 
uebertragbar assignable 
uebertragbare transferable 
uebertragen carry 
uebertragend transfering 
uebertreffen excel 
uebertreffend excelling 
uebertreiben exaggerate 
uebertreibend exaggerating 
uebertreibt exaggerates 
uebertreten transgress 
uebertretend transgressing 
uebertrieben exaggerated 
uebertriebene overacted 
uebertrifft excels 
uebertritt transgresses 
uebertroffen excelled 
uebervoelkert overpeopled 
uebervorteilen outsmart 
uebervorteilend outsmarting 
uebervorteilt outsmarted 
ueberwachen watch 
ueberwaeltigen overmaster 
ueberwaeltigend overmastering 
ueberwaeltigt overmasters 
ueberwaeltigte overmastered 
ueberwiegen outweigh 
ueberwiegend outweighing 
ueberwiegt outweighs 
ueberwog outweighed 
ueberwuchern overgrow 
ueberwuchernd overgrowing 
ueberwuchert overgrows 
ueberwucherte overgrowed 
ueberzaehlig supernumerary 
ueberzahlen overpay 
ueberzahlend overpaying 
ueberzahlte overpayed 
ueberzeugen convince 
ueberzeugend convincing 
ueberzeugt convinces 
ueberzeugte convinced 
ueberzogen coated 
ueblich convenient 
ueblicherweise usually 
uebrigbleibend residual 
ueppig luscious 
ultraviolett ultraviolet 
um...willen sake 
umarmen embrace 
umarmend embracing 
umarmt embraces 
umarmte embraced 
umbenannt renamed 
umbenennen rename 
umbilden remodel 
umbrechend wrapping 
umdefinieren redefine 
umfangreich voluminously 
umfangreiche voluminous 
umfassen COMPRISE 
umfassend enfolding 
umfassende comprehensive 
umfasst enfolds 
umfasste enfolded 
umgangen circumvented 
umgangene bypassed 
umgeben encompass 
umgebend surrounding 
umgebungsmaessig Environmental 
umgehen bypass 
umgehend bypassing 
umgeht bypasses 
umgekehrt Conversely 
umgekommen perished 
umgestalten metamorphose 
umgestaltend metamorphosing 
umgestaltet metamorphosed 
umgestellt reconverted 
umgewandelt transformed 
umgibt encompasses 
umhergestreift rambled 
umherstreifend ramble 
umhertollend wantoning 
umhuellen muffle 
umhuellend muffling 
umhuellt muffled 
umkehrbar reversible 
umkehren invert 
umkehrend REVERSING 
umkleiden coat 
umkommen perish 
umkommend perishing 
umlaufend rotary 
umleiten deflect 
umliegend circumjacent 
umnumeriert renumbered 
umnummerieren renumber 
umrahmend framing 
umrahmt framed 
umrandend bordering 
umrechnen randomize 
umschliessen enclose 
umschliesst embeds 
umschreiben circumscribe 
umschreibend circumscribing 
umschreibt circumscribes 
umschrieben circumscribed 
umseitig overleaf 
umsetzen transcribe 
umsortieren resort 
umstaendlich circumstantial 
umstellen reconvert 
umstellend reconverting 
umstrukturiert restructured 
umwaelzen recycle 
umwandeln transform 
umwandelnd transforming 
umwerfen upset 
umwerfend upsetting 
unabhaengig independant 
unablaessig unremittingly 
unabsichtlich unintentional 
unachtsam heedless 
unaehnlich dissimilar 
unaktiviert uninitiated 
unangebracht inappropriate 
unangefochten unchallenged 
unangemessen inadequately 
unangenehm objectionable 
unangetastet unsolicited 
unannehmbar unacceptable 
unanstaendig indecent 
unartig naughty 
unartiger naughtier 
unartigste naughtiest 
unaufhoerlich ceaselessly 
unaufhoerliche ceaseless 
unaufmerksam inattentive 
unaufrichtig insincere 
unausgeglichen unbalanced 
unaussprechlich ineffably 
unaussprechnich ineffable 
unbaendig ungovernable 
unbarmherzig merciless 
unbeabsichtigt undesignedly 
unbeachtet uncared 
unbeansprucht unclaimed 
unbeantwortet unanswered 
unbedacht unmindfully 
unbedenklich unhesitating 
unbedeutend inconsiderable 
unbedingt absolute 
unbeendet undetermined 
unbefangen ingenuous 
unbefleckt unpolluted 
unbefriedigend unsatisfactory 
unbefriedigt unsatisfied 
unbefugt unauthorized 
unbegrenzt unbounded 
unbeholfen ungainly 
unbekannt innominate 
unbekuemmert reckless 
unbelaestigt unmolested 
unbelehrbar unteachable 
unbemerkt unnoticed 
unbenannt unlabeled 
unbenutzt unneeded 
unbeobachtet unobserved 
unberaten unadvised 
unberechenbar incalculable 
unberechtigt unwarranted 
unberuehrt unaffected 
unbeschaedigt intact 
unbeschaeftigt unemployed 
unbescheiden immodest 
unbeschraenkt illimitable 
unbeschreiblich indescribable 
unbesetzt unallocated 
unbesiegt unconquered 
unbesonnen indiscreet 
unbestaendig impermanent 
unbestaetigt unconfirmed 
unbestimmbar nondescript 
unbestimmt indecisive 
unbestreitbar indisputable 
unbestritten unchallengedly 
unbetitelt untitled 
unbetont unstressed 
unbetreten untrod 
unbewacht unguarded 
unbeweglich immobile 
unbewegt unmoved 
unbewohnbar uninhabitable 
unbewohnt uninhabitated 
unbewusst unconscious 
unbezaehmbar irrepressible 
unbezahlbar priceless 
unbezahlt unpaid 
unbiegsam inflexibly 
unbillig inequitable 
unbrauchbar unusable 
und and 
undankbar thankless 
undenkbar unthinkable 
undeutlich inarticulate 
undiszipliniert undisciplined 
undokumentiert undocumented 
undurchdringbar impenetrably 
undurchdringlich impermeable 
undurchfuehrbar impractibable 
undurchsichtig opaque 
unecht phonily 
unedel ignoble 
unehrlich dishonest 
uneingeloest unredeemed 
uneingeschraenkt unreserved 
unempfindlich impassible 
unendlich indefinitely 
unentbehrlich indispensably 
unentdeckt undetected 
unentgeltlich gratuitous 
unentrinnbar inescapable 
unentschieden undecided 
unentschlossen irresolute 
unentschuldbar inexcusable 
unentwegt undeviating 
unentwirrbar inextricable 
unerbittlich adamant 
unerfahren inerxpertly 
unergruendlich unfathomable 
unerkennbar irrecognizable 
unerklaerlich inexplicable 
unerklaert undeclared 
unerlaubt illicit 
unermesslich immeasurable 
unermuedlich indefatigable 
unerreichbar unobtainable 
unerreicht unmatched 
unersaettlich insatiable 
unersaetzlich irreplaceable 
unerschoepflich inexhaustible 
unerschrocken intrepid 
unerschuetterlich imperturbable 
unersetzlich irrecoverably 
unertraeglich insufferable 
unertraeglicher unbearablier 
unertraeglichste unbearabliest 
unerwaehnbar unmentionable 
unerwaehnt unspoken 
unerwarted unexpectedly 
unerwartet unsuspected 
unerwartete unattended 
unerwidert unrequited 
unerwiesen unproved 
unerwuenscht undesirable 
unerzogen uneducated 
unfaehig impotent 
unfair unfair 
unfassbar inconceivable 
unfehlbar infallible 
unfertig unreadily 
unformatiert unformatted 
unfreiwillig involuntarily 
unfreundlich unfriendly 
unfruchbar infertile 
ungangbar impassably 
ungeaendert unaltered 
ungeahnt undreamt 
ungebaerdig unrulily 
ungebeten unasked 
ungebildet illiterate 
ungeboren unborn 
ungebraeuchlich unusual 
ungebrochen unbroken 
ungebuehrlich undue 
ungebunden unattached 
ungeduldig impatient 
ungeehrt unhonored 
ungeeignet improperly 
ungefaehr about 
ungefragt unaskedly 
ungeheuer egregious 
ungehindert unchecked 
ungehoerig unseemlily 
ungehorsam disobedient 
ungekennzeichnet unsigned 
ungekocht UNCOOKED 
ungekuerzt unabridged 
ungeladen unloaded 
ungelegen unseasonable 
ungelernt unskilled 
ungeloescht unerased 
ungeloest unsolved 
ungemuetlich uncomfortable 
ungenannt unnamed 
ungenau improper 
ungenuegend insufficient 
ungepackt unpacked 
ungepflegt unkempt 
ungerade odd 
ungerecht unjust 
ungereift unseasonabled 
ungerufen uncalled 
ungesagt unsaid 
ungeschickt awkward 
ungeschlagen unbeaten 
ungeschminkt unvarnished 
ungeschuetzt unprotect 
ungeschult unschooled 
ungesellig unsociable 
ungesetzlich illegally 
ungestoert undisturbed 
ungesund unhealthily 
ungeuebt unpractised 
ungewaehlte unselected 
ungewoehnlich inconvenient 
ungewohnt unaccustomed 
ungezaehlte uncounted 
ungezwungen unceremonious 
unglaeubig faithless 
unglaublich elusive 
unglaublicher unbelievablier 
ungleich UNEQUAL 
ungleichmaessig uneven 
ungluecklich unhappily 
unglueckliche accidental 
ungluecklicherweise accidentally 
ungueltig invalid 
unguenstig unfavorable 
unhaltbar indefensible 
unhandlich bulky 
unheilbar incurable 
unheilvoll disasterous 
